mw_bin_label,bin_start_kda,bin_end_kda,protein_count,marker_count,signaling_prefix_count,family_count,families,marker_genes,signaling_genes,examples_audit_families,audit_burden_score,audit_priority
230.0-232.0 kDa,230.0,232.0,6,0,0,0,,,,"asp, Helz, mbc, sif, X11Lbeta, PlexB",0.3,routine
232.0-234.0 kDa,232.0,234.0,9,0,0,0,,,,"Glts, RhoGAP19D, CG31652, Root, Dmel\CG10011, sbb, Spn, crb, ct",0.45,routine
234.0-236.0 kDa,234.0,236.0,10,0,0,0,,,,"eys, toc, Nirvana, Nav, Zir, Dmel\CG43366, IntS1, Nup205, Elys, nocte",0.5,routine
236.0-238.0 kDa,236.0,238.0,6,0,0,0,,,,"zip, Nipped-B, EP2317, Dmel\CG12499, Heatr1, Heatr5",0.3,routine
238.0-240.0 kDa,238.0,240.0,8,0,1,1,Insulin_PI3K_AKT_TOR,,InR,"Zasp52, fs(1)N, cher, Taf1, para, xmas, rod, InR [Insulin_PI3K_AKT_TOR]",2.65,routine
240.0-242.0 kDa,240.0,242.0,6,0,0,0,,,,"PolZ1, Myo81F, MESR4, axo, CG6448, ocm",0.3,routine
242.0-244.0 kDa,242.0,244.0,4,0,0,0,,,,"Pi4KIIIalpha, Dab, Myo28B1, CG12432",0.2,routine
244.0-246.0 kDa,244.0,246.0,6,0,0,0,,,,"CG15207, Brr2, nrm, Mhcl, klar, Lmpt",0.3,routine
246.0-248.0 kDa,246.0,248.0,6,0,0,2,Histones; Ubiquitin_proteasome,,,"sdk, ash1 [Histones], r, Ubr3 [Ubiquitin_proteasome], na, spg",1.8,routine
248.0-250.0 kDa,248.0,250.0,5,0,0,0,,,,"Sur, zye, BRWD3, Adcy1, obe",0.25,routine
250.0-252.0 kDa,250.0,252.0,4,0,0,0,,,,"east, ck, Cad89D, cmet",0.2,routine
252.0-254.0 kDa,252.0,254.0,3,0,0,0,,,,"Jarid2, Dmel\CG2926, Sptz",0.15,routine
254.0-256.0 kDa,254.0,256.0,4,0,0,1,Histones,,,"enok [Histones], brp, Dcr-1, cv-c",0.95,routine
256.0-258.0 kDa,256.0,258.0,7,0,0,1,Histones,,,"Sec16, FBgn0053978, tay, PolE1, Set2 [Histones], trio, Tig",1.1,routine
258.0-260.0 kDa,258.0,260.0,3,0,0,1,Histones,,,"Cht10, htk, trr [Histones]",0.9,routine
